data_lancamento,total_jogos,jogadores_simultaneos,avaliacoes_totais,preco_medio
2019-12-23,13,13,2839,6.41
2019-12-24,6,4,557,8.616666666666667
2019-12-25,3,0,553,4.16
2019-12-26,7,0,260,4.8500000000000005
2019-12-27,5,3,4757,4.794
2019-12-28,4,1,380,1.395
2019-12-29,4,0,714,2.2425
2019-12-30,7,20,2648,4.134285714285714
2019-12-31,12,0,1314,3.2008333333333336
2020-01-01,10,10,7172,4.692
2020-01-02,11,91,29589,3.429090909090909
2020-01-03,16,3,2686,6.31625
2020-01-04,3,0,82,0.0
2020-01-05,7,0,348,3.8542857142857136
2020-01-06,13,209,22426,7.423076923076923
2020-01-07,7,1,5118,3.565714285714286
2020-01-08,1,0,47,14.99
2020-01-09,13,222,14113,6.412307692307692
2020-01-10,13,118,12548,5.678461538461538
2020-01-11,3,0,954,2.6633333333333336
2020-01-12,5,1,315,5.232
2020-01-13,10,3,21826,5.032
2020-01-14,19,39,7951,9.675263157894738
2020-01-15,15,1841,20450,10.228
2020-01-16,11,288,57402,10.635454545454545
2020-01-17,34,11,13913,4.020882352941177
2020-01-18,2,0,47,6.49
2020-01-19,3,0,51,0.0
2020-01-20,11,13,4667,4.538181818181818
2020-01-21,6,200,39650,14.160000000000002
2020-01-22,11,17,3585,3.7463636363636366
2020-01-23,16,53,13067,10.309375
2020-01-24,11,51,4175,4.721818181818182
2020-01-25,3,1,103,3.9966666666666666
2020-01-26,3,0,17,7.989999999999999
2020-01-27,10,1,3723,1.524
2020-01-28,11,15,9716,6.901818181818182
2020-01-29,11,104,22261,7.072727272727272
2020-01-30,24,63,21604,9.099583333333333
2020-01-31,16,18,3030,2.7668749999999998
2020-02-01,1,0,3,0.99
2020-02-02,7,6,1407,4.561428571428571
2020-02-03,10,10,3782,8.690999999999999
2020-02-04,17,31,9875,6.986470588235294
2020-02-05,11,57,5576,9.173636363636364
2020-02-06,18,776,42393,5.967222222222222
2020-02-07,20,3,4883,5.793
2020-02-08,4,0,105,3.1175
2020-02-09,1,0,4,1.99
2020-02-10,8,14,7705,0.46625000000000005
2020-02-11,10,1,911,4.183
2020-02-12,16,0,2902,5.47875
2020-02-13,19,146,103621,9.665263157894737
2020-02-14,23,1143,159230,7.314347826086956
2020-02-15,6,1,153,2.16
2020-02-16,6,1,514,6.491666666666667
2020-02-17,10,52,5771,4.994
2020-02-18,13,1466,111693,6.84076923076923
2020-02-19,11,2216,75475,6.120909090909091
2020-02-20,36,109,32711,5.001388888888889
2020-02-21,18,22,12734,6.707222222222223
2020-02-22,4,0,49,9.24
2020-02-23,3,1,87,2.16
2020-02-24,15,8,22787,3.3833333333333333
2020-02-25,17,115,10314,10.809411764705882
2020-02-26,15,17,6628,8.03
2020-02-27,18,21,8700,5.41611111111111
2020-02-28,24,273,19173,6.3275
2020-03-01,1,0,234,4.99
2020-03-02,11,18,9538,3.901818181818182
2020-03-03,13,95,10312,2.686153846153846
2020-03-04,7,37,3360,6.708571428571429
2020-03-05,13,318,43430,5.609230769230769
2020-03-06,21,1101,202660,5.040952380952381
2020-03-07,2,0,5,8.49
2020-03-08,2,0,5,2.49
2020-03-09,16,632,19957,4.78
2020-03-10,16,710,139305,10.32625
2020-03-11,13,856,32041,7.723846153846154
2020-03-12,16,43,18314,8.666875
2020-03-13,17,4461,224717,6.87764705882353
2020-03-14,5,0,303,1.7920000000000003
2020-03-15,4,2,188,7.575
2020-03-16,11,16,6088,9.52909090909091
2020-03-17,11,21,4147,8.402727272727272
2020-03-18,7,9,7917,3.2800000000000002
2020-03-19,20,3049,235704,11.2915
2020-03-20,11,54,5333,3.3172727272727274
2020-03-21,3,6,562,3.66
2020-03-22,3,0,30,4.656666666666667
2020-03-23,9,299,107435,17.593333333333334
2020-03-24,13,2556,197295,8.523846153846154
2020-03-25,9,3054,50149,10.681111111111113
2020-03-26,30,701,75809,9.76
2020-03-27,14,54,8757,7.312142857142858
2020-03-28,2,0,3,0.79
2020-03-29,1,0,559,3.49
2020-03-30,13,14496,268917,7.945384615384616
2020-03-31,22,641,22276,10.51590909090909
2020-04-01,7,0,1257,8.135714285714286
2020-04-02,11,667,105024,8.401818181818182
2020-04-03,20,262,16359,7.33
2020-04-04,1,2,215,15.99
2020-04-06,6,0,1277,5.493333333333333
2020-04-07,7,0,717,2.2800000000000002
2020-04-08,12,90,10267,9.271666666666667
2020-04-09,15,11,3274,7.158666666666666
2020-04-10,12,218,7544,3.109166666666667
2020-04-11,3,0,719,5.123333333333334
2020-04-12,1,0,26,1.99
2020-04-13,8,311,3606,7.1187499999999995
2020-04-14,13,9569,164954,10.651538461538461
2020-04-15,10,48,3222,7.0920000000000005
2020-04-16,14,96,28043,8.769285714285713
2020-04-17,16,10,3812,4.243125
2020-04-18,2,0,12,0.295
2020-04-19,5,6,957,3.192
2020-04-20,16,0,2701,3.183125
2020-04-21,20,11,8542,7.263
2020-04-22,13,15,1721,6.069999999999999
2020-04-23,19,253,53756,7.154736842105263
2020-04-24,14,34,8077,7.902857142857143
2020-04-25,3,0,116,9.993333333333332
2020-04-26,5,5,1586,4.592
2020-04-27,13,14,7513,5.690769230769231
2020-04-28,13,60,19681,7.039230769230769
2020-04-29,21,77,23002,7.8619047619047615
2020-04-30,19,179,55753,6.507894736842106
2020-05-01,11,244,7425,3.6318181818181823
2020-05-03,2,0,258,0.0
2020-05-04,10,3,1316,5.083
2020-05-05,8,3390,22339,5.87125
2020-05-06,5,55,615,3.3939999999999997
2020-05-07,16,29,10403,6.0275
2020-05-08,14,374,26687,6.779285714285714
2020-05-09,7,1,3292,2.1371428571428575
2020-05-10,3,0,50,1.6633333333333333
2020-05-11,5,110,129300,3.8920000000000003
2020-05-12,14,19,6355,3.4935714285714288
2020-05-13,15,39,2424,8.193999999999999
2020-05-14,17,217,6974,5.251176470588235
2020-05-15,26,1346,43455,5.563076923076922
2020-05-16,9,10,1770,3.7722222222222226
2020-05-17,4,3,292,0.745
2020-05-18,13,0,3573,17.994615384615386
2020-05-19,17,1164,70397,5.255294117647059
2020-05-20,15,48,12034,5.612666666666667
2020-05-21,23,853,44323,6.428260869565217
2020-05-22,21,1471,106679,6.894761904761904
2020-05-23,4,0,438,7.9925
2020-05-24,4,0,316,0.87
2020-05-25,14,33,7963,6.210714285714286
2020-05-26,15,2,4537,1.562
2020-05-27,19,57,5766,5.173157894736842
2020-05-28,22,88,14896,7.388636363636365
2020-05-29,19,68,24878,2.8521052631578945
2020-05-30,2,3,678,4.975
2020-05-31,9,1,581,1.55
2020-06-01,13,278,8986,5.456153846153845
2020-06-02,6,14,1149,4.825
2020-06-03,7,5438,355457,8.278571428571428
2020-06-04,27,2651,257516,14.00111111111111
2020-06-05,18,646,41718,7.604444444444444
2020-06-06,1,0,13,0.0
2020-06-07,6,329,14100,0.49666666666666665
2020-06-08,8,12598,233040,9.24375
2020-06-09,7,0,1115,7.491428571428571
2020-06-10,7,1,625,32.92142857142857
2020-06-11,21,17322,428665,15.70047619047619
2020-06-12,17,192,8515,6.029411764705882
2020-06-13,3,962,78442,8.323333333333332
2020-06-14,4,1659,35775,4.4925
2020-06-15,21,55,15780,6.306190476190476
2020-06-16,18,415,40278,9.506111111111112
2020-06-17,16,63,5728,7.555624999999999
2020-06-18,33,30893,912816,10.55090909090909
2020-06-19,23,18,5481,5.892173913043479
2020-06-20,1,0,863,4.99
2020-06-21,2,1,678,5.49
2020-06-22,14,13,4265,4.844285714285713
2020-06-23,24,72,32295,5.565416666666667
2020-06-24,14,240,6709,11.70142857142857
2020-06-25,19,272,6424,4.69
2020-06-26,13,2,318,2.8592307692307695
2020-06-27,1,1,8,0.0
2020-06-28,3,0,10,3.3233333333333337
2020-06-29,15,2,1683,3.1933333333333334
2020-06-30,15,35,21942,4.724666666666667
2020-07-01,11,0,118,5.446363636363636
2020-07-02,9,24,4707,1.9944444444444447
2020-07-03,17,32,9851,1.993529411764706
2020-07-04,4,0,1267,0.4975
2020-07-05,5,0,1531,0.6960000000000001
2020-07-06,4,5,1359,6.8025
2020-07-07,9,0,853,4.0488888888888885
2020-07-08,8,765,33558,4.1175
2020-07-09,14,641,64150,10.463571428571429
2020-07-10,17,170,22272,3.807058823529412
2020-07-11,5,1,7002,8.992
2020-07-12,6,1,227,2.16
2020-07-13,10,2,4239,1.8950000000000002
2020-07-14,18,348,32418,5.355
2020-07-15,17,4,3710,4.360588235294117
2020-07-16,22,20,6421,7.439545454545454
2020-07-17,28,13,11060,3.36
2020-07-18,5,0,197,0.596
2020-07-19,6,0,122,1.4966666666666668
2020-07-20,10,0,539,5.593999999999999
2020-07-21,16,6636,72676,8.991875
2020-07-22,17,148,23862,7.922941176470588
2020-07-23,24,114,41029,6.257083333333333
2020-07-24,25,188,14089,4.9932
2020-07-25,3,0,2832,2.6566666666666667
2020-07-26,4,0,16,7.4925
2020-07-27,9,33,6623,5.937777777777778
2020-07-28,25,3415,113355,9.332799999999999
2020-07-29,16,172,6187,17.55375
2020-07-30,21,36,9710,5.930476190476191
2020-07-31,29,16,7789,3.9424137931034484
2020-08-01,9,2,355,1.1711111111111112
2020-08-02,5,4,3646,2.994
2020-08-03,16,668,475187,3.2131250000000002
2020-08-04,10,195,5553,5.391
2020-08-05,12,1453,32563,4.285833333333334
2020-08-06,22,185,43662,5.473636363636364
2020-08-07,28,895,180314,5.332142857142857
2020-08-08,3,1,50,68.99333333333334
2020-08-09,3,0,132,0.8866666666666667
2020-08-10,10,105,1695,7.993
2020-08-11,13,90,1088,3.284615384615385
2020-08-12,10,105,34079,8.093
2020-08-13,19,115,13723,9.516315789473685
2020-08-14,28,462,22444,3.4975
2020-08-15,1,0,1238,4.99
2020-08-16,2,0,10,1.995
2020-08-17,12,7273,115311,7.4941666666666675
2020-08-18,11,875,62273,10.357272727272727
2020-08-19,15,1,3264,4.373333333333334
2020-08-20,32,571,45952,6.381562499999999
2020-08-21,27,107,20449,8.055185185185186
2020-08-22,2,0,18,2.49
2020-08-23,5,38,14911,2.894
2020-08-24,5,175,1545,4.394
2020-08-25,16,64,5094,6.28625
2020-08-26,12,17,30750,4.5825000000000005
2020-08-27,23,1728,123939,9.52913043478261
2020-08-28,28,93,15762,6.5007142857142854
2020-08-29,3,1,145,0.9966666666666667
2020-08-30,4,0,27,4.2425
2020-08-31,23,123,20585,8.556086956521739
2020-09-01,30,14319,134374,4.428
2020-09-02,9,3,742,3.9588888888888882
2020-09-03,32,3402,215529,5.3003125
2020-09-04,17,212,61364,9.34
2020-09-05,3,63,12524,1.33
2020-09-06,5,10,1293,2.394
2020-09-07,13,18,3822,6.5307692307692315
2020-09-08,15,184,16731,8.821333333333333
2020-09-09,8,5,3931,2.9312499999999995
2020-09-10,25,174,15061,10.0768
2020-09-11,15,6,2364,2.8586666666666667
2020-09-12,1,0,3,9.99
2020-09-13,4,0,13,1.9925000000000002
2020-09-14,8,9,1290,3.7425
2020-09-15,12,1018,49624,6.414999999999999
2020-09-16,25,104,6255,5.182799999999999
2020-09-17,21,2148,71427,7.686666666666667
2020-09-18,17,9985,769960,6.668823529411764
2020-09-19,2,8,575,4.995
2020-09-20,2,1,837,2.67
2020-09-21,15,289,12232,19.996
2020-09-22,20,9,8033,6.1645
2020-09-23,14,434,32804,5.90142857142857
2020-09-24,25,1178,128392,17.4308
2020-09-25,22,20,10141,2.6281818181818184
2020-09-26,3,0,379,0.9266666666666667
2020-09-27,4,0,866,4.4925
2020-09-28,13,95,6041,4.206923076923077
2020-09-29,17,328,23423,4.699999999999999
2020-09-30,23,919,22572,3.62
2020-10-01,23,112,34571,7.3999999999999995
2020-10-02,14,11,7394,7.1000000000000005
2020-10-03,6,1,2055,2.1566666666666667
2020-10-04,3,3,113,2.66
2020-10-05,10,998,21348,5.893
2020-10-06,13,54892,769858,9.407692307692308
2020-10-07,10,274,10577,3.2439999999999998
2020-10-08,24,373,78073,5.690416666666667
2020-10-09,21,51,11586,4.016666666666667
2020-10-10,2,0,380,7.495
2020-10-11,1,0,27,4.99
2020-10-12,12,1,1007,4.41
2020-10-13,27,62,22468,8.554074074074075
2020-10-14,25,15145,120483,9.112400000000001
2020-10-15,36,3288,73303,7.098888888888889
2020-10-16,28,114,23112,8.063571428571429
2020-10-18,3,0,364,1.8033333333333335
2020-10-19,13,6,1744,4.838461538461538
2020-10-20,28,561,52640,8.563928571428571
2020-10-21,16,3,8399,4.2718750000000005
2020-10-22,38,6550,278598,12.51
2020-10-23,31,205,43453,6.623870967741936
2020-10-24,4,0,1276,3.7425
2020-10-25,2,0,12,3.59
2020-10-26,14,4,1816,2.3514285714285714
2020-10-27,14,234,74818,10.077142857142857
2020-10-28,20,184,26765,6.998
2020-10-29,30,2726,155853,8.256333333333334
2020-10-30,33,70,14825,6.28909090909091
2020-10-31,6,5,3339,4.991666666666667
2020-11-01,9,0,275,3.104444444444445
2020-11-02,18,196,12924,5.345555555555555
2020-11-03,16,618,23188,4.1925
2020-11-04,20,124274,998443,4.5805
2020-11-05,26,486,52955,9.914615384615384
2020-11-06,28,601,24977,8.515357142857143
2020-11-07,5,5,1834,8.43
2020-11-08,2,0,37,0.995
2020-11-09,17,29,9443,3.838235294117647
2020-11-10,22,881,54053,11.288636363636364
2020-11-11,18,2,2540,5.108333333333333
2020-11-12,28,853,9272,4.734285714285714
2020-11-13,23,5,2431,4.860434782608695
2020-11-14,3,0,41,4.99
2020-11-15,3,0,119,1.9933333333333334
2020-11-16,8,239,12829,0.9950000000000001
2020-11-17,18,66,17395,9.812222222222223
2020-11-18,20,2,3438,5.0565
2020-11-19,28,4574,27478,7.359285714285714
2020-11-20,29,78,16544,4.461724137931035
2020-11-21,3,0,30,1.99
2020-11-22,5,0,607,3.2939999999999996
2020-11-23,15,1128,25935,4.852
2020-11-24,12,2,1785,2.6616666666666666
2020-11-25,21,32,4924,4.248095238095239
2020-11-26,18,41,11163,7.352777777777778
2020-11-27,19,209,15079,6.296842105263158
2020-11-28,1,0,19,1.49
2020-11-29,9,3,810,2.354444444444445
2020-11-30,13,60,1382,4.642307692307692
2020-12-01,20,2362,100819,8.0445
2020-12-02,20,92,5571,4.4225
2020-12-03,28,601,31024,10.520714285714286
2020-12-04,34,2837,52171,7.687352941176471
2020-12-05,4,0,93,0.1475
2020-12-06,4,0,244,8.7425
2020-12-07,17,0,1104,5.36529411764706
2020-12-08,15,39,9982,6.292666666666666
2020-12-09,16,22486,851347,7.205
2020-12-10,23,15,6802,5.742173913043478
2020-12-11,25,138,22328,4.0744
2020-12-12,4,0,39,2.3725
2020-12-13,4,0,77,1.7425000000000002
2020-12-14,13,12,2198,4.628461538461538
2020-12-15,34,29,23359,6.043529411764706
2020-12-16,18,102,7449,4.476111111111111
2020-12-17,23,119,15914,7.117391304347826
2020-12-18,19,125,8106,6.534736842105263
2020-12-19,4,1,910,2.39
2020-12-20,11,5,1172,6.131818181818182
2020-12-21,24,1303,13138,3.9441666666666664
2020-12-22,14,1,1157,3.242142857142857
2020-12-23,17,19,4722,2.358235294117647
2020-12-24,18,2,1201,4.764444444444445
2020-12-25,10,537,87774,3.142
2020-12-26,3,0,33,2.0233333333333334
2020-12-27,3,296,33752,1.2933333333333334
2020-12-28,16,21,1832,3.6862500000000002
2020-12-29,6,10,1978,8.575000000000001
2020-12-30,8,20,1640,3.8675
2020-12-31,12,2,1064,3.268333333333333
2021-01-01,10,0,584,2.6950000000000003
2021-01-02,6,1,1802,3.1583333333333337
2021-01-03,1,2,123,8.99
2021-01-04,9,52,21464,3.704444444444444
2021-01-05,18,5,3057,3.3377777777777777
2021-01-06,18,11,6842,4.131666666666667
2021-01-07,18,4,6463,4.084444444444444
2021-01-08,12,149,12487,3.4516666666666667
2021-01-09,4,0,762,2.4925
2021-01-10,6,28,638,1.1083333333333334
2021-01-11,13,3,982,5.906153846153846
2021-01-12,10,260,15995,8.392
2021-01-13,8,0,1279,2.4450000000000003
2021-01-14,18,12,12086,4.360555555555555
2021-01-15,15,84,3260,2.7760000000000002
2021-01-16,4,1,1408,1.705
2021-01-17,2,0,86,2.495
2021-01-18,10,334,12269,7.423
2021-01-19,14,0,2629,5.207142857142857
2021-01-20,20,2912,126526,4.8839999999999995
2021-01-21,22,358,27465,8.389999999999999
2021-01-22,19,19,3930,4.945263157894737
2021-01-23,4,1,75,5.315
2021-01-24,4,0,227,2.9975
2021-01-25,15,71,4313,9.222000000000001
2021-01-26,17,416,12947,6.878235294117648
2021-01-27,14,4126,228613,10.898571428571428
2021-01-28,36,1092,131243,6.502777777777777
2021-01-29,23,69,12424,5.062173913043479
2021-01-30,4,0,114,1.745
2021-01-31,6,0,196,4.158333333333333
2021-02-01,12,33,27259,4.409166666666667
2021-02-02,11,14552,503224,7.975454545454545
2021-02-03,9,41,42283,1.5822222222222222
2021-02-04,28,34,7146,6.613571428571428
2021-02-05,21,1443,47266,5.468571428571429
2021-02-06,5,0,174,5.554
2021-02-07,12,10,1327,5.375
2021-02-08,16,63,11778,5.51375
2021-02-09,3,0,88,2.9933333333333336
2021-02-10,17,232,48623,5.95764705882353
2021-02-11,13,32,16955,20.206923076923076
2021-02-12,24,857,79020,6.742083333333333
2021-02-13,6,0,416,6.173333333333333
2021-02-14,4,1,244,3.4925
2021-02-15,11,0,219,2.5827272727272725
2021-02-16,10,129,15387,4.7909999999999995
2021-02-17,18,40,6595,7.226666666666666
2021-02-18,32,459,23017,9.3828125
2021-02-19,28,6,3508,3.6182142857142856
2021-02-20,3,0,59,3.1566666666666667
2021-02-21,4,2,2442,2.245
2021-02-22,11,212,17792,6.558181818181819
2021-02-23,15,28,4408,5.878
2021-02-24,18,1090,24691,5.7844444444444445
2021-02-25,27,81,15908,6.278518518518519
2021-02-26,31,626,37252,7.3019354838709685
2021-02-27,9,1,330,1.4477777777777778
2021-02-28,13,0,1078,1.9315384615384614
2021-03-01,22,248,12120,4.693636363636364
2021-03-02,15,6,2694,2.3626666666666667
2021-03-03,17,59,8542,7.050588235294117
2021-03-04,13,1898,94457,10.299230769230768
2021-03-05,22,3,8231,4.256818181818182
2021-03-06,5,0,322,5.889999999999999
2021-03-07,4,0,62,2.44
2021-03-08,8,7,227,1.13875
2021-03-09,14,4916,296365,4.150714285714286
2021-03-10,15,4,865,3.9606666666666666
2021-03-11,8,11,5500,6.74125
2021-03-12,26,3,3293,2.351923076923077
2021-03-13,3,0,82,7.823333333333333
2021-03-14,3,0,39,2.3233333333333337
2021-03-15,17,1,576,4.09235294117647
2021-03-16,13,30,8514,10.146153846153847
2021-03-17,12,106,2902,4.824166666666667
2021-03-18,20,163,15635,8.5915
2021-03-19,31,35,9075,4.720645161290323
2021-03-20,3,0,107,2.4933333333333336
2021-03-21,3,0,381,0.9966666666666667
2021-03-22,14,12,5119,5.222142857142857
2021-03-23,20,595,17198,9.2105
2021-03-24,18,766,45402,7.341666666666667
2021-03-25,24,5749,279248,10.145416666666668
2021-03-26,22,93,9268,6.585909090909092
2021-03-27,5,1,160,4.593999999999999
2021-03-28,2,0,132,4.99
2021-03-29,9,118,1676,8.101111111111111
2021-03-30,20,276,18956,6.6075
2021-03-31,19,5,2158,5.23
2021-04-01,23,1197,115136,6.773478260869565
2021-04-02,12,11083,22569,5.1241666666666665
2021-04-03,5,0,39,3.2079999999999997
2021-04-04,5,3324,2231,2.178
2021-04-05,12,49,2787,2.646666666666667
2021-04-06,10,2152,14273,10.931999999999999
2021-04-07,18,120,10768,7.462777777777778
2021-04-08,17,558,30852,13.178823529411764
2021-04-09,18,83,14148,8.616111111111111
2021-04-11,3,4,1042,11.323333333333332
2021-04-12,12,5,214,5.033333333333334
2021-04-13,9,4,1326,7.656666666666666
2021-04-14,8,413,12244,9.08375
2021-04-15,24,141,21683,6.857499999999999
2021-04-16,17,165,32739,7.667058823529412
2021-04-17,3,0,29,2.6566666666666667
2021-04-18,3,0,71,4.326666666666667
2021-04-19,5,0,1884,9.59
2021-04-20,14,11,2115,2.9057142857142857
2021-04-21,7,47,1634,16.361428571428572
2021-04-22,11,38,15535,11.718181818181819
2021-04-23,23,211,27897,5.498260869565217
2021-04-24,4,2,2189,3.24
2021-04-25,4,0,219,11.49
2021-04-26,11,0,2706,3.6627272727272726
2021-04-27,9,0,608,3.6533333333333338
2021-04-28,7,3869,88100,5.207142857142857
2021-04-29,16,816,18421,6.734375
2021-04-30,29,56,8238,7.7155172413793105
2021-05-01,4,2,2098,2.4850000000000003
2021-05-02,2,1,314,1.345
2021-05-03,8,17,2005,6.99125
2021-05-04,10,2,706,4.930999999999999
2021-05-05,9,0,904,3.1255555555555556
2021-05-06,15,1798,127350,7.992666666666667
2021-05-07,17,162,34303,5.776470588235294
2021-05-08,3,0,334,1.3266666666666669
2021-05-10,6,0,7819,1.6583333333333332
2021-05-11,4,2,1035,17.49
2021-05-12,8,133,14590,3.6175
2021-05-13,17,56,9758,6.1782352941176475
2021-05-14,13,2453,62908,8.99076923076923
2021-05-16,3,0,17,2.5766666666666667
2021-05-17,11,4768,155541,13.828181818181816
2021-05-18,5,7,2841,4.292
2021-05-19,15,2548,53795,6.077333333333333
2021-05-20,16,128,18536,11.150625
2021-05-21,11,58,12957,10.628181818181817
2021-05-22,2,0,19,5.995
2021-05-23,2,0,76,6.99
2021-05-24,5,35,4829,15.790000000000001
2021-05-25,15,171,40953,13.43
2021-05-26,10,661,19035,13.874
2021-05-27,16,28,4442,6.559375
2021-05-28,16,101,8108,6.625
2021-05-29,1,0,5,4.99
2021-05-30,2,0,100,3.99
2021-05-31,13,49,10034,8.74923076923077
2021-06-01,9,743,27227,8.965555555555556
2021-06-02,8,11,8382,9.61625
2021-06-03,14,501,23137,11.43642857142857
2021-06-04,14,223,15800,12.911428571428571
2021-06-05,5,5,2375,9.03
2021-06-07,5,1,115,7.992
2021-06-08,8,4,3879,7.2425
2021-06-09,10,77,9188,16.791
2021-06-10,16,84,14619,8.67875
2021-06-11,12,4699,85783,11.490833333333333
2021-06-12,4,2,907,6.49
2021-06-13,3,3,1054,6.656666666666666
2021-06-14,5,1,751,8.992
2021-06-15,4,63,3275,13.742500000000001
2021-06-16,5,2,2161,4.252
2021-06-17,13,392,27540,11.624615384615385
2021-06-18,8,2,1124,8.44
2021-06-20,3,2,2911,19.323333333333334
2021-06-21,12,17,11379,14.240833333333333
2021-06-22,10,6,7818,6.371
2021-06-23,10,112,3585,7.042
2021-06-24,15,74,19663,6.5473333333333334
2021-06-25,7,686,24547,13.42
2021-06-26,2,1,87,2.99
2021-06-28,1,0,2,4.99
2021-06-29,12,3,3170,5.076666666666667
2021-06-30,7,77,27730,9.347142857142858
2021-07-01,5,5,1235,5.79
2021-07-02,5,17,6339,6.470000000000001
2021-07-04,1,0,1,0.99
2021-07-05,3,2,93,14.323333333333332
2021-07-06,2,14,1867,34.99
2021-07-07,4,42,4322,5.2925
2021-07-08,8,123,19239,17.11625
2021-07-09,13,25,9975,6.110769230769231
2021-07-10,2,0,135,2.995
2021-07-11,2,0,18,8.99
2021-07-12,5,3,810,3.694
2021-07-13,7,0,378,6.135714285714286
2021-07-14,7,18,5244,10.848571428571429
2021-07-15,11,173,38810,6.529090909090908
2021-07-16,7,10,1737,6.991428571428571
2021-07-18,2,1,52,6.995
2021-07-19,1,0,6,7.99
2021-07-20,10,387,41275,8.4
2021-07-21,8,11,2262,5.76625
2021-07-22,10,385,6885,12.592
2021-07-23,10,161,14864,4.034000000000001
2021-07-24,2,0,444,3.495
2021-07-25,2,0,51,10.49
2021-07-26,9,277,18412,16.462222222222223
2021-07-27,8,164,29990,12.49
2021-07-28,14,250,29407,13.833571428571428
2021-07-29,20,232,36082,12.5425
2021-07-30,14,56,6974,8.450000000000001
2021-07-31,4,2,1157,10.115
2021-08-01,3,0,23,3.5233333333333334
2021-08-02,2,35,5806,13.489999999999998
2021-08-03,5,3,3203,3.836
2021-08-04,7,25,4726,6.877142857142857
2021-08-05,16,73,9801,8.4425
2021-08-06,7,291,31517,4.564285714285715
2021-08-08,1,0,4,7.99
2021-08-09,2,42,1432,21.49
2021-08-10,9,301,19382,16.212222222222223
2021-08-11,9,68321,359399,7.992222222222221
2021-08-12,9,3,2342,14.56777777777778
2021-08-13,10,90,9734,8.071000000000002
2021-08-14,1,0,30,9.99
2021-08-15,1,84,506,12.74
2021-08-16,6,193,22875,5.325
2021-08-17,8,537,44335,16.49125
2021-08-18,7,11,9546,15.847142857142856
2021-08-19,12,59,17524,10.4825
2021-08-20,9,2,987,6.757777777777778
2021-08-22,1,0,9,0.0
2021-08-23,6,302,27377,16.39
2021-08-24,7,132,23120,24.56142857142857
2021-08-25,8,47,5008,13.015
2021-08-26,13,107,19768,10.721538461538461
2021-08-27,7,17,4233,15.56142857142857
2021-08-28,1,0,367,2.39
2021-08-30,5,4,1839,8.790000000000001
2021-08-31,20,41,17461,12.4205
2021-09-01,12,10149,92576,15.99
2021-09-02,9,2059,49152,18.434444444444445
2021-09-03,7,3,4101,10.205714285714285
2021-09-04,1,1,181,4.99
2021-09-05,1,0,214,0.0
2021-09-06,2,0,465,4.99
2021-09-07,10,438,66938,7.973000000000001
2021-09-08,8,78,5681,11.57875
2021-09-09,20,339,77263,11.5505
2021-09-10,12,59,13420,12.159166666666666
2021-09-11,1,0,132,1.99
2021-09-12,4,0,67,5.99
2021-09-13,5,73,29443,16.59
2021-09-14,9,640,10563,5.104444444444444
2021-09-15,15,4875,62638,12.191333333333334
2021-09-16,13,548,25603,12.233076923076924
2021-09-17,16,163,34038,10.834999999999999
2021-09-18,1,0,1,1.99
2021-09-19,1,1,436,9.99
2021-09-20,4,0,139,2.115
2021-09-21,11,2639,67532,13.377272727272727
2021-09-22,5,266,15094,12.39
2021-09-23,15,79,11386,38.10666666666667
2021-09-24,14,38,7290,7.312142857142858
2021-09-25,5,0,201,7.33
2021-09-26,1,0,1,11.99
2021-09-27,10,5,2004,6.641
2021-09-28,21,5628,298143,11.79857142857143
2021-09-29,14,248,29229,6.640714285714286
2021-09-30,30,1394,152006,11.249
2021-10-01,16,857,29177,7.553125
2021-10-02,6,311,10547,12.99
2021-10-04,7,15,7604,7.477142857142858
2021-10-05,7,12,5313,6.562857142857142
2021-10-06,9,3,1407,5.247777777777778
2021-10-07,19,495,28684,7.577368421052632
2021-10-08,21,6,1466,6.030952380952381
2021-10-09,2,0,403,9.49
2021-10-10,2,0,105,17.990000000000002
2021-10-11,7,134,9795,10.92
2021-10-12,14,1325,72228,7.4192857142857145
2021-10-13,21,617,12095,7.8480952380952385
2021-10-14,29,353,31538,9.446206896551724
2021-10-15,11,94,21192,14.762727272727274
2021-10-16,7,0,133,32.66285714285714
2021-10-17,3,4,167,7.989999999999999
2021-10-18,13,66,3312,6.591538461538462
2021-10-19,18,2358,172418,11.05
2021-10-20,18,17,9611,6.805555555555555
2021-10-21,21,158,40149,12.037619047619048
2021-10-22,21,8,2757,8.109523809523811
2021-10-23,3,62,4943,6.656666666666666
2021-10-24,1,0,5,0.99
2021-10-25,7,3,386,7.707142857142857
2021-10-26,23,281,50700,11.121304347826086
2021-10-27,13,308,13270,12.760769230769231
2021-10-28,24,7157,89479,8.95875
2021-10-29,22,2927,154754,6.319999999999999
2021-10-30,6,1,534,2.191666666666667
2021-10-31,4,0,23,4.49
2021-11-01,14,308,46892,8.69
2021-11-02,11,9,3564,11.627272727272727
2021-11-03,11,8,3565,6.214545454545455
2021-11-04,21,35,6581,7.967619047619047
2021-11-05,14,113,5342,5.226428571428571
2021-11-06,5,1,1498,9.290000000000001
2021-11-07,4,0,23,2.49
2021-11-08,12,11753,248427,13.965833333333334
2021-11-09,13,1416,37426,11.283076923076923
2021-11-10,14,109,6223,6.991428571428571
2021-11-11,29,94,57106,7.370344827586207
2021-11-12,21,14,12352,5.261904761904762
2021-11-13,1,0,68,3.99
2021-11-14,2,0,194,0.295
